12.22, 0.69, 0.31 
12.25, 0.68, 0.36 
12.27, 0.71, 0.38 
12.25, 0.70, 0.33 
12.24, 0.73, 0.39 
12.23, 0.72, 0.26 
12.30, 0.69, 0.34 
12.24, 0.65, 0.33 
12.32, 0.71, 0.32 
12.29, 0.70, 0.35 
12.24, 0.67, 0.30 
12.29, 0.67, 0.35 
12.28, 0.68, 0.32 
12.29, 0.68, 0.38 
12.27, 0.70, 0.35 
12.25, 0.63, 0.32 
12.18, 0.73, 0.28 
12.22, 0.67, 0.38 
12.23, 0.75, 0.36 
12.27, 0.73, 0.30 
12.25, 0.76, 0.29 
12.27, 0.69, 0.37 
12.29, 0.68, 0.36 
12.28, 0.73, 0.36 
12.27, 0.69, 0.35 
12.33, 0.69, 0.38 
12.26, 0.69, 0.37 
12.25, 0.68, 0.33 
12.27, 0.70, 0.35 
12.21, 0.70, 0.36 
12.31, 0.69, 0.38 
12.27, 0.66, 0.36 
12.30, 0.74, 0.39 
12.32, 0.72, 0.31 
12.24, 0.75, 0.26 
12.28, 0.65, 0.37 
12.30, 0.62, 0.37 
12.32, 0.64, 0.33 
12.32, 0.74, 0.33 
12.32, 0.75, 0.31 
12.22, 0.67, 0.37 
12.32, 0.68, 0.37 
12.34, 0.66, 0.40 
12.30, 0.74, 0.36 
12.19, 0.65, 0.34 
12.33, 0.72, 0.41 
12.34, 0.71, 0.32 
12.28, 0.64, 0.30 
12.30, 0.72, 0.30 
12.26, 0.74, 0.36 
12.27, 0.79, 0.39 
12.30, 0.70, 0.33 
12.32, 0.73, 0.35 
12.20, 0.71, 0.35 
12.32, 0.75, 0.33 
12.29, 0.69, 0.25 
12.33, 0.67, 0.36 
12.16, 0.69, 0.23 
12.23, 0.69, 0.36 
12.25, 0.74, 0.38 
12.30, 0.69, 0.38 
12.30, 0.71, 0.35 
12.29, 0.73, 0.40 
12.31, 0.65, 0.38 
12.25, 0.76, 0.30 
12.29, 0.66, 0.29 
12.24, 0.69, 0.35 
12.29, 0.72, 0.32 
12.34, 0.78, 0.37 
12.24, 0.71, 0.33 
12.32, 0.79, 0.34 
12.30, 0.72, 0.34 
12.28, 0.69, 0.32 
12.27, 0.69, 0.33 
12.23, 0.71, 0.33 
12.24, 0.76, 0.27 
12.27, 0.72, 0.29 
12.32, 0.70, 0.33 
12.31, 0.67, 0.32 
12.31, 0.75, 0.33 
12.25, 0.66, 0.33 
12.30, 0.71, 0.31 
12.27, 0.67, 0.34 
12.18, 0.65, 0.31 
12.25, 0.69, 0.37 
12.22, 0.71, 0.31 
12.27, 0.71, 0.31 
12.27, 0.66, 0.34 
12.27, 0.63, 0.40 
12.34, 0.65, 0.41 
12.32, 0.69, 0.32 
12.23, 0.69, 0.31 
12.31, 0.71, 0.38 
12.26, 0.72, 0.33 
12.27, 0.68, 0.37 
12.29, 0.75, 0.41 
12.29, 0.71, 0.33 
12.19, 0.69, 0.39 
12.32, 0.75, 0.39 
12.30, 0.73, 0.31 
