0.45, 0.51, 0.36 
0.43, 0.52, 0.36 
0.40, 0.50, 0.36 
0.42, 0.55, 0.32 
0.44, 0.52, 0.38 
0.39, 0.52, 0.31 
0.41, 0.55, 0.31 
0.41, 0.50, 0.36 
0.42, 0.56, 0.31 
0.41, 0.52, 0.34 
0.40, 0.48, 0.36 
0.43, 0.54, 0.32 
0.43, 0.54, 0.33 
0.40, 0.55, 0.34 
0.41, 0.55, 0.32 
0.40, 0.49, 0.32 
0.38, 0.53, 0.26 
0.38, 0.45, 0.37 
0.40, 0.47, 0.38 
0.41, 0.56, 0.28 
0.40, 0.44, 0.42 
0.40, 0.53, 0.35 
0.41, 0.48, 0.34 
0.39, 0.53, 0.30 
0.37, 0.50, 0.29 
0.39, 0.47, 0.36 
0.42, 0.50, 0.35 
0.41, 0.48, 0.36 
0.44, 0.51, 0.37 
0.40, 0.48, 0.38 
0.39, 0.47, 0.33 
0.41, 0.51, 0.35 
0.41, 0.53, 0.30 
0.43, 0.46, 0.41 
0.42, 0.52, 0.34 
0.40, 0.51, 0.31 
0.39, 0.53, 0.31 
0.40, 0.54, 0.30 
0.41, 0.49, 0.29 
0.41, 0.54, 0.34 
0.38, 0.46, 0.34 
0.39, 0.48, 0.34 
0.40, 0.53, 0.30 
0.43, 0.52, 0.33 
0.38, 0.51, 0.32 
0.43, 0.52, 0.31 
0.42, 0.53, 0.36 
0.38, 0.46, 0.36 
0.40, 0.49, 0.33 
0.41, 0.53, 0.35 
0.37, 0.50, 0.33 
0.38, 0.46, 0.35 
0.40, 0.49, 0.36 
0.39, 0.47, 0.36 
0.43, 0.53, 0.35 
0.40, 0.55, 0.28 
0.41, 0.49, 0.34 
0.40, 0.55, 0.30 
0.40, 0.51, 0.32 
0.39, 0.47, 0.31 
0.39, 0.47, 0.36 
0.41, 0.50, 0.33 
0.38, 0.49, 0.34 
0.39, 0.49, 0.35 
0.40, 0.51, 0.33 
0.40, 0.48, 0.32 
0.43, 0.51, 0.35 
0.41, 0.51, 0.33 
0.45, 0.49, 0.37 
0.41, 0.48, 0.35 
0.39, 0.50, 0.33 
0.42, 0.56, 0.31 
0.40, 0.50, 0.35 
0.39, 0.53, 0.30 
0.44, 0.50, 0.35 
0.41, 0.50, 0.32 
0.41, 0.50, 0.33 
0.42, 0.51, 0.30 
0.41, 0.54, 0.32 
0.42, 0.53, 0.36 
0.41, 0.54, 0.31 
0.39, 0.54, 0.31 
0.39, 0.46, 0.35 
0.40, 0.48, 0.37 
0.38, 0.50, 0.31 
0.40, 0.49, 0.33 
0.42, 0.48, 0.35 
0.39, 0.43, 0.36 
0.42, 0.50, 0.32 
0.39, 0.47, 0.31 
0.38, 0.46, 0.31 
0.38, 0.53, 0.29 
0.43, 0.48, 0.34 
0.38, 0.45, 0.35 
0.45, 0.50, 0.39 
0.38, 0.44, 0.37 
0.43, 0.51, 0.38 
0.36, 0.49, 0.33 
0.41, 0.52, 0.31 
0.41, 0.49, 0.39 
