0.64, 0.10, 0.01 
0.65, 0.11, 0.00 
0.63, 0.11, 0.00 
0.65, 0.11, 0.01 
0.63, 0.10, 0.00 
0.64, 0.10, 0.01 
0.64, 0.11, 0.00 
0.64, 0.10, 0.01 
0.63, 0.10, 0.00 
0.63, 0.11, 0.00 
0.63, 0.10, 0.01 
0.63, 0.11, 0.00 
0.64, 0.10, 0.01 
0.66, 0.10, 0.03 
0.65, 0.10, 0.01 
0.63, 0.10, 0.01 
0.63, 0.11, 0.00 
0.64, 0.11, 0.00 
0.65, 0.10, 0.01 
0.63, 0.11, 0.01 
0.64, 0.10, 0.02 
0.63, 0.09, 0.02 
0.66, 0.12, 0.02 
0.64, 0.11, 0.00 
0.64, 0.11, 0.00 
0.63, 0.09, 0.01 
0.64, 0.12, 0.00 
0.64, 0.11, 0.01 
0.64, 0.11, 0.00 
0.64, 0.11, 0.01 
0.64, 0.11, 0.01 
0.64, 0.11, 0.00 
0.62, 0.10, 0.00 
0.65, 0.11, 0.01 
0.64, 0.10, 0.02 
0.64, 0.10, 0.02 
0.64, 0.11, 0.00 
0.63, 0.10, 0.01 
0.63, 0.10, 0.00 
0.65, 0.11, 0.01 
0.64, 0.10, 0.01 
0.64, 0.10, 0.01 
0.64, 0.10, 0.01 
0.63, 0.11, 0.00 
0.63, 0.11, 0.00 
0.64, 0.11, 0.01 
0.64, 0.11, 0.00 
0.64, 0.11, 0.00 
0.64, 0.10, 0.01 
0.65, 0.11, 0.00 
0.64, 0.09, 0.01 
0.65, 0.12, 0.00 
0.63, 0.10, 0.00 
0.64, 0.09, 0.02 
0.64, 0.09, 0.02 
0.65, 0.11, 0.00 
0.64, 0.11, 0.00 
0.64, 0.11, 0.00 
0.63, 0.11, 0.00 
0.64, 0.10, 0.01 
0.63, 0.10, 0.01 
0.65, 0.10, 0.01 
0.64, 0.11, 0.00 
0.65, 0.11, 0.00 
0.66, 0.14, 0.00 
0.64, 0.11, 0.00 
0.64, 0.11, 0.01 
0.64, 0.10, 0.01 
0.64, 0.11, 0.00 
0.65, 0.11, 0.01 
0.64, 0.09, 0.02 
0.64, 0.11, 0.01 
0.64, 0.11, 0.00 
0.65, 0.09, 0.02 
0.65, 0.11, 0.00 
0.63, 0.10, 0.01 
0.64, 0.11, 0.00 
0.62, 0.09, 0.01 
0.64, 0.10, 0.01 
0.64, 0.10, 0.01 
0.63, 0.11, 0.00 
0.65, 0.11, 0.00 
0.63, 0.10, 0.00 
0.64, 0.10, 0.01 
0.64, 0.10, 0.01 
0.64, 0.11, 0.00 
0.64, 0.11, 0.00 
0.64, 0.11, 0.00 
0.67, 0.13, 0.00 
0.63, 0.10, 0.01 
0.64, 0.09, 0.01 
0.64, 0.11, 0.01 
0.64, 0.11, 0.01 
0.63, 0.10, 0.01 
0.62, 0.11, 0.00 
0.64, 0.11, 0.00 
0.64, 0.10, 0.01 
0.63, 0.11, 0.00 
0.64, 0.10, 0.01 
0.64, 0.09, 0.02 
