12.03, 2.47, 0.23 
11.94, 2.65, 0.23 
12.00, 2.58, 0.23 
11.97, 2.49, 0.21 
11.98, 2.65, 0.24 
12.04, 2.58, 0.23 
12.00, 2.58, 0.25 
11.97, 2.60, 0.22 
11.97, 2.65, 0.23 
11.95, 2.57, 0.27 
11.99, 2.48, 0.30 
12.00, 2.57, 0.23 
11.96, 2.51, 0.24 
11.92, 2.49, 0.29 
11.94, 2.58, 0.27 
11.98, 2.55, 0.22 
11.94, 2.65, 0.25 
12.00, 2.65, 0.21 
12.01, 2.55, 0.20 
12.02, 2.59, 0.30 
11.99, 2.57, 0.25 
12.02, 2.64, 0.25 
11.95, 2.60, 0.28 
11.95, 2.61, 0.24 
11.95, 2.54, 0.19 
11.98, 2.67, 0.23 
11.95, 2.55, 0.26 
11.96, 2.45, 0.18 
12.00, 2.44, 0.25 
12.02, 2.57, 0.29 
11.99, 2.52, 0.22 
11.94, 2.44, 0.26 
11.98, 2.65, 0.25 
11.93, 2.65, 0.21 
12.01, 2.65, 0.18 
11.94, 2.55, 0.24 
11.99, 2.50, 0.23 
12.00, 2.57, 0.28 
12.06, 2.63, 0.22 
11.92, 2.65, 0.22 
11.96, 2.64, 0.21 
12.00, 2.63, 0.19 
11.93, 2.49, 0.28 
12.04, 2.57, 0.26 
12.02, 2.62, 0.21 
12.03, 2.62, 0.19 
11.93, 2.61, 0.26 
11.97, 2.71, 0.23 
12.02, 2.67, 0.22 
12.00, 2.57, 0.24 
11.98, 2.61, 0.21 
12.01, 2.58, 0.25 
11.94, 2.59, 0.23 
11.96, 2.67, 0.19 
12.03, 2.64, 0.27 
11.92, 2.63, 0.21 
11.99, 2.52, 0.26 
12.00, 2.45, 0.22 
11.93, 2.53, 0.25 
12.02, 2.65, 0.21 
11.92, 2.56, 0.28 
11.95, 2.66, 0.23 
12.03, 2.67, 0.20 
11.98, 2.54, 0.24 
12.01, 2.58, 0.25 
12.00, 2.63, 0.24 
12.01, 2.54, 0.22 
11.99, 2.58, 0.27 
12.02, 2.65, 0.22 
12.01, 2.56, 0.27 
11.95, 2.59, 0.25 
12.02, 2.43, 0.20 
11.92, 2.57, 0.23 
12.00, 2.51, 0.20 
11.96, 2.56, 0.24 
11.93, 2.62, 0.22 
11.99, 2.62, 0.26 
11.93, 2.55, 0.21 
11.95, 2.48, 0.23 
11.92, 2.60, 0.21 
11.99, 2.52, 0.25 
12.00, 2.56, 0.24 
11.92, 1.64, 0.15 
12.01, 1.58, 0.19 
11.98, 2.57, 0.27 
12.01, 2.59, 0.16 
11.99, 2.47, 0.31 
11.93, 2.51, 0.30 
11.95, 2.58, 0.26 
11.98, 2.68, 0.30 
12.01, 2.53, 0.31 
11.97, 2.63, 0.25 
11.90, 2.58, 0.22 
11.95, 2.57, 0.26 
11.99, 2.57, 0.23 
11.91, 2.56, 0.24 
12.00, 2.59, 0.27 
12.00, 2.63, 0.26 
11.98, 2.64, 0.23 
11.93, 2.61, 0.27 
