12.07, 1.94, 0.21 
12.05, 2.92, 0.33 
12.10, 2.90, 0.33 
12.10, 2.81, 0.30 
12.05, 2.81, 0.28 
12.08, 3.08, 0.22 
11.99, 2.93, 0.28 
12.05, 2.96, 0.27 
12.08, 2.79, 0.26 
12.07, 2.83, 0.29 
12.10, 2.86, 0.24 
12.08, 2.91, 0.23 
12.03, 2.81, 0.18 
12.04, 2.89, 0.27 
12.11, 3.00, 0.25 
12.05, 2.97, 0.26 
12.08, 2.92, 0.28 
12.10, 2.83, 0.31 
12.07, 2.91, 0.28 
12.03, 2.72, 0.30 
12.03, 2.81, 0.25 
12.10, 3.01, 0.30 
12.12, 2.87, 0.31 
12.03, 2.85, 0.25 
12.10, 2.96, 0.26 
12.10, 2.94, 0.24 
12.09, 2.98, 0.26 
12.05, 2.95, 0.27 
12.00, 2.90, 0.29 
12.07, 2.99, 0.24 
12.12, 2.93, 0.32 
12.03, 2.86, 0.23 
12.10, 2.92, 0.25 
12.10, 2.86, 0.30 
12.08, 2.80, 0.32 
12.14, 2.93, 0.29 
12.05, 2.86, 0.31 
12.13, 2.99, 0.26 
12.13, 2.88, 0.29 
12.02, 2.90, 0.25 
12.07, 2.93, 0.27 
12.07, 2.84, 0.27 
12.02, 2.81, 0.27 
12.07, 2.79, 0.28 
12.06, 2.93, 0.28 
12.10, 2.87, 0.26 
12.08, 2.78, 0.33 
12.09, 2.75, 0.32 
12.13, 2.97, 0.24 
12.06, 2.99, 0.24 
12.09, 3.00, 0.25 
12.06, 2.77, 0.27 
12.13, 2.96, 0.27 
12.04, 2.95, 0.26 
12.10, 2.93, 0.24 
12.02, 2.80, 0.36 
12.07, 3.06, 0.23 
12.06, 2.80, 0.25 
12.12, 2.83, 0.26 
12.10, 2.81, 0.26 
12.06, 2.87, 0.25 
12.07, 3.04, 0.26 
12.10, 2.95, 0.27 
12.08, 2.85, 0.28 
12.05, 3.02, 0.24 
12.06, 3.04, 0.28 
12.06, 2.97, 0.28 
12.06, 2.85, 0.29 
12.05, 2.92, 0.29 
12.02, 2.81, 0.24 
12.12, 2.40, 0.25 
12.02, 2.89, 0.25 
12.07, 2.91, 0.26 
12.05, 2.90, 0.27 
12.05, 2.88, 0.28 
12.01, 2.94, 0.28 
12.05, 2.68, 0.27 
12.07, 2.98, 0.23 
12.08, 2.83, 0.25 
12.13, 2.77, 0.24 
12.09, 2.94, 0.29 
12.13, 2.86, 0.28 
12.08, 2.07, 0.16 
12.09, 1.74, 0.14 
12.07, 2.13, 0.20 
12.06, 2.99, 0.29 
12.04, 2.87, 0.24 
12.10, 2.84, 0.29 
12.08, 3.01, 0.28 
12.01, 2.93, 0.23 
11.98, 2.97, 0.24 
12.03, 2.81, 0.30 
12.07, 2.98, 0.29 
12.00, 3.00, 0.22 
12.07, 2.89, 0.32 
12.07, 2.95, 0.21 
12.08, 2.95, 0.23 
12.10, 2.82, 0.30 
12.05, 2.89, 0.32 
12.11, 2.85, 0.22 
