12.16, 2.50, 0.21 
12.21, 2.75, 0.22 
12.17, 2.66, 0.25 
12.21, 2.62, 0.29 
12.21, 2.63, 0.20 
12.23, 2.59, 0.30 
12.13, 2.65, 0.18 
12.13, 2.65, 0.20 
12.13, 2.57, 0.21 
12.21, 2.69, 0.22 
12.19, 2.52, 0.24 
12.17, 2.57, 0.27 
12.21, 2.61, 0.27 
12.19, 2.63, 0.25 
12.15, 2.63, 0.23 
12.22, 2.55, 0.31 
12.14, 2.58, 0.26 
12.16, 2.68, 0.21 
12.19, 2.57, 0.26 
12.23, 2.67, 0.24 
12.15, 2.45, 0.29 
12.20, 2.70, 0.22 
12.20, 2.53, 0.28 
12.16, 2.58, 0.25 
12.17, 2.63, 0.18 
12.21, 2.59, 0.26 
12.13, 2.57, 0.19 
12.21, 2.71, 0.16 
12.21, 2.62, 0.29 
12.09, 2.55, 0.26 
12.20, 2.68, 0.20 
12.18, 2.53, 0.25 
12.16, 2.57, 0.21 
12.14, 2.62, 0.22 
12.18, 2.62, 0.24 
12.13, 2.46, 0.22 
12.10, 2.54, 0.28 
12.11, 2.61, 0.22 
12.11, 2.60, 0.25 
12.21, 2.63, 0.18 
12.17, 2.68, 0.21 
12.16, 2.65, 0.26 
12.11, 2.60, 0.28 
12.13, 2.58, 0.27 
12.18, 2.69, 0.22 
12.09, 2.60, 0.25 
12.13, 2.55, 0.23 
12.14, 2.60, 0.25 
12.15, 2.67, 0.21 
12.13, 2.51, 0.32 
12.16, 2.52, 0.24 
12.11, 2.60, 0.25 
12.14, 2.51, 0.26 
12.08, 2.62, 0.23 
12.13, 2.62, 0.26 
12.21, 2.65, 0.20 
12.16, 2.66, 0.25 
12.20, 2.63, 0.26 
12.17, 2.73, 0.18 
12.16, 2.65, 0.24 
12.12, 2.57, 0.22 
12.16, 2.57, 0.25 
12.24, 2.75, 0.21 
12.22, 2.62, 0.22 
12.20, 2.81, 0.18 
12.19, 2.57, 0.24 
12.18, 2.63, 0.26 
12.17, 2.62, 0.21 
12.11, 2.65, 0.19 
12.11, 2.54, 0.28 
12.16, 2.63, 0.28 
12.11, 2.61, 0.23 
12.13, 2.60, 0.31 
12.10, 2.56, 0.27 
12.20, 2.66, 0.24 
12.21, 2.65, 0.22 
12.18, 2.63, 0.22 
12.14, 2.58, 0.25 
12.16, 2.70, 0.22 
12.20, 2.60, 0.28 
12.20, 2.65, 0.23 
12.16, 2.60, 0.24 
12.16, 2.68, 0.23 
12.15, 2.51, 0.26 
12.13, 2.59, 0.22 
12.21, 2.64, 0.23 
12.19, 2.68, 0.22 
12.24, 2.68, 0.23 
12.18, 2.64, 0.22 
12.13, 2.45, 0.28 
12.21, 2.65, 0.23 
12.10, 2.74, 0.23 
12.19, 2.67, 0.21 
12.13, 2.58, 0.19 
12.14, 2.58, 0.27 
12.13, 2.75, 0.23 
12.24, 2.62, 0.24 
12.09, 2.45, 0.27 
12.08, 2.65, 0.19 
12.15, 2.66, 0.25 
