0.73, 0.19, 0.03 
0.73, 0.18, 0.01 
0.73, 0.17, 0.03 
0.71, 0.19, 0.01 
0.70, 0.16, 0.03 
0.73, 0.19, 0.02 
0.74, 0.18, 0.02 
0.73, 0.17, 0.03 
0.74, 0.22, 0.01 
0.74, 0.18, 0.02 
0.75, 0.20, 0.03 
0.74, 0.19, 0.01 
0.71, 0.17, 0.03 
0.74, 0.19, 0.02 
0.74, 0.19, 0.01 
0.73, 0.18, 0.02 
0.73, 0.19, 0.01 
0.73, 0.18, 0.01 
0.73, 0.16, 0.04 
0.73, 0.17, 0.02 
0.74, 0.21, 0.02 
0.71, 0.18, 0.02 
0.71, 0.18, 0.02 
0.74, 0.20, 0.01 
0.71, 0.16, 0.03 
0.73, 0.16, 0.03 
0.71, 0.16, 0.03 
0.70, 0.17, 0.02 
0.74, 0.18, 0.01 
0.74, 0.17, 0.03 
0.73, 0.18, 0.01 
0.71, 0.18, 0.02 
0.70, 0.18, 0.01 
0.74, 0.22, 0.00 
0.73, 0.20, 0.02 
0.71, 0.17, 0.03 
0.73, 0.17, 0.03 
0.74, 0.18, 0.02 
0.71, 0.19, 0.01 
0.72, 0.18, 0.03 
0.74, 0.18, 0.02 
0.74, 0.19, 0.02 
0.73, 0.19, 0.03 
0.71, 0.16, 0.04 
0.74, 0.18, 0.03 
0.72, 0.16, 0.03 
0.75, 0.18, 0.03 
0.73, 0.17, 0.03 
0.71, 0.17, 0.03 
0.74, 0.21, 0.02 
0.71, 0.19, 0.02 
0.73, 0.18, 0.02 
0.71, 0.16, 0.04 
0.74, 0.18, 0.03 
0.73, 0.19, 0.01 
0.70, 0.16, 0.03 
0.74, 0.18, 0.03 
0.73, 0.17, 0.03 
0.71, 0.19, 0.01 
0.74, 0.17, 0.03 
0.75, 0.18, 0.03 
0.74, 0.18, 0.03 
0.73, 0.17, 0.03 
0.73, 0.18, 0.02 
0.74, 0.17, 0.03 
0.70, 0.16, 0.02 
0.73, 0.18, 0.01 
0.71, 0.18, 0.02 
0.74, 0.20, 0.01 
0.74, 0.18, 0.02 
0.73, 0.16, 0.04 
0.73, 0.17, 0.03 
0.71, 0.18, 0.02 
0.73, 0.18, 0.02 
0.73, 0.18, 0.02 
0.71, 0.16, 0.03 
0.74, 0.20, 0.01 
0.73, 0.17, 0.03 
0.74, 0.19, 0.03 
0.74, 0.17, 0.03 
0.73, 0.18, 0.03 
0.77, 0.24, 0.01 
0.70, 0.18, 0.01 
0.74, 0.21, 0.01 
0.73, 0.19, 0.01 
0.70, 0.17, 0.03 
0.74, 0.16, 0.04 
0.74, 0.19, 0.02 
0.71, 0.17, 0.02 
0.74, 0.19, 0.01 
0.71, 0.20, 0.00 
0.72, 0.16, 0.03 
0.74, 0.18, 0.02 
0.73, 0.17, 0.02 
0.73, 0.18, 0.02 
0.71, 0.18, 0.02 
0.73, 0.19, 0.02 
0.73, 0.18, 0.01 
0.78, 0.21, 0.03 
0.74, 0.17, 0.03 
